Identifier (RIC),Company Name,"ESG Score
(FY0)
(Σ=Avg)","ESG Period Last Update Date
(FY0)","ESG Score
(FY-1)
(Σ=Avg)","YoY % Chg in
ESG Score
(FY0)
(Σ=Avg)",Ticker Symbol,TRBC Economic Sector Name,"Original Announcement Date Time
(FY0)","Market Cap
(Σ=Avg)","Beta
(Σ=Avg)"
OPRT.OQ,Oportun Financial Corp,51.39 (B-),29/03/2023,43.22 (C+),18.9% (D-),OPRT,Financials,09/02/2023,"118,640,471.05",1.66
ARES.N,Ares Management Corp,51.37 (B-),29/03/2023,47.14 (C+),9.0% (D-),ARES,Financials,09/02/2023,"23,375,209,064.76",1.33
EHTH.OQ,eHealth Inc,51.25 (B-),29/03/2023,46.81 (C+),9.5% (D-),EHTH,Financials,28/02/2023,"246,866,254.50",0.6
SIVBQ.PK,SVB Financial Group,51.15 (B-),31/03/2023,46.94 (C+),9.0% (D-),SIVBQ,Financials,19/01/2023,"47,301,539.08",1.43
RGA.N,Reinsurance Group of America Inc,51.12 (B-),31/03/2023,55.30 (B-),-7.6% (D),RGA,Financials,02/02/2023,"8,897,124,206.67",0.9
FNMA.PK,Federal National Mortgage Association,51.07 (B-),31/03/2023,47.66 (C+),7.2% (D-),FNMA,Financials,14/02/2023,"463,350,835.56",1.97
HAFC.OQ,Hanmi Financial Corp,51.02 (B-),29/03/2023,45.27 (C+),12.7% (D-),HAFC,Financials,24/01/2023,"558,372,165.56",0.94
SBNY.PK,Signature Bank,51.01 (B-),31/03/2023,46.18 (C+),10.5% (D-),SBNY,Financials,17/01/2023,"10,390,716.27",1.5
PCB.OQ,PCB Bancorp,50.90 (B-),31/03/2023,45.93 (C+),10.8% (D-),PCB,Financials,26/01/2023,"198,613,936.92",0.66
AVTA.OQ,Avantax Inc,50.70 (B-),29/03/2023,49.38 (C+),2.7% (D-),AVTA,Financials,15/02/2023,"1,041,211,766.69",1.26
CME.OQ,CME Group Inc,50.47 (B-),31/03/2023,51.14 (B-),-1.3% (D),CME,Financials,08/02/2023,"70,185,222,883.80",0.42
UVSP.OQ,Univest Financial Corp,50.14 (B-),29/03/2023,45.65 (C+),9.8% (D-),UVSP,Financials,25/01/2023,"661,999,380.80",0.91
FOCS.OQ,Focus Financial Partners Inc,50.05 (B-),29/03/2023,45.61 (C+),9.7% (D-),FOCS,Financials,16/02/2023,"4,035,565,106.82",1.31
GHL.N,Greenhill & Co Inc,49.87 (C+),31/03/2023,51.45 (B-),-3.1% (D),GHL,Financials,01/02/2023,"143,551,779.84",1.24
STC.N,Stewart Information Services Corp,49.86 (C+),29/03/2023,50.40 (B-),-1.1% (D),STC,Financials,08/02/2023,"1,078,374,063.72",1.13
BOH.N,Bank of Hawaii Corp,49.71 (C+),29/03/2023,53.27 (B-),-6.7% (D),BOH,Financials,23/01/2023,"2,006,586,718.17",0.97
MTG.N,MGIC Investment Corp,49.64 (C+),29/03/2023,45.93 (C+),8.1% (D-),MTG,Financials,01/02/2023,"3,848,176,591.50",1.33
TCBK.OQ,Trico Bancshares,49.54 (C+),29/03/2023,51.23 (B-),-3.3% (D),TCBK,Financials,25/01/2023,"1,364,647,072.62",0.58
FNF.N,Fidelity National Financial Inc,49.50 (C+),31/03/2023,50.07 (B-),-1.1% (D),FNF,Financials,22/02/2023,"9,421,081,328.15",1.36
BSIG.N,Brightsphere Investment Group Inc,49.40 (C+),31/03/2023,51.46 (B-),-4.0% (D),BSIG,Financials,02/02/2023,"926,865,915.04",1.62
FISI.OQ,Financial Institutions Inc,49.21 (C+),29/03/2023,42.83 (C+),14.9% (D-),FISI,Financials,30/01/2023,"283,677,587.55",0.89
HMN.N,Horace Mann Educators Corp,49.15 (C+),29/03/2023,73.18 (B+),-32.8% (D),HMN,Financials,07/02/2023,"1,360,340,612.68",0.42
OCFC.OQ,OceanFirst Financial Corp,49.10 (C+),09/03/2023,40.81 (C),20.3% (D-),OCFC,Financials,19/01/2023,"1,045,449,977.98",0.89
RDN.N,Radian Group Inc,48.89 (C+),29/03/2023,30.79 (C-),58.8% (D-),RDN,Financials,08/02/2023,"3,444,087,618.36",1.15
AUB.N,Atlantic Union Bankshares Corp,48.78 (C+),29/03/2023,51.53 (B-),-5.3% (D),AUB,Financials,24/01/2023,"2,490,289,244.46",1.03
CUBI.N,Customers Bancorp Inc,48.68 (C+),29/03/2023,38.63 (C),26.0% (D-),CUBI,Financials,25/01/2023,"551,453,329.50",1.51
CSTR.OQ,CapStar Financial Holdings Inc,48.66 (C+),29/03/2023,35.23 (C),38.1% (D-),CSTR,Financials,19/01/2023,"315,171,629.54",0.84
ALRS.OQ,Alerus Financial Corp,48.66 (C+),29/03/2023,45.55 (C+),6.8% (D-),ALRS,Financials,25/01/2023,"323,997,233.40",0.59
SCHW.N,Charles Schwab Corp,48.56 (C+),29/03/2023,50.65 (B-),-4.1% (D),SCHW,Financials,18/01/2023,"87,241,809,861.15",0.88
MKTX.OQ,Marketaxess Holdings Inc,48.53 (C+),29/03/2023,55.64 (B-),-12.8% (D),MKTX,Financials,25/01/2023,"12,910,640,502.66",0.8
SAFT.OQ,Safety Insurance Group Inc,48.48 (C+),29/03/2023,40.24 (C),20.5% (D-),SAFT,Financials,22/02/2023,"1,135,726,110.00",0.3
SNEX.OQ,StoneX Group Inc,48.46 (C+),29/03/2023,48.82 (C+),-0.7% (D),SNEX,Financials,21/11/2022,"2,045,871,709.80",0.93
AAN.N,Aaron's Company Inc,48.45 (C+),29/03/2023,44.67 (C+),8.5% (D-),AAN,Financials,01/03/2023,"314,804,129.61",1.24
VLY.OQ,Valley National Bancorp,48.40 (C+),31/03/2023,45.16 (C+),7.2% (D-),VLY,Financials,26/01/2023,"4,290,479,024.65",1.11
PRAA.OQ,PRA Group Inc,48.31 (C+),31/03/2023,45.99 (C+),5.0% (D-),PRAA,Financials,27/02/2023,"1,505,407,600.00",1.16
FCF.N,First Commonwealth Financial Corp,48.18 (C+),31/03/2023,40.58 (C),18.7% (D-),FCF,Financials,24/01/2023,"1,216,873,159.20",0.95
UFCS.OQ,United Fire Group Inc,48.09 (C+),29/03/2023,45.14 (C+),6.5% (D-),UFCS,Financials,15/02/2023,"697,147,809.39",0.19
OCN.N,Ocwen Financial Corp,47.74 (C+),29/03/2023,38.73 (C),23.3% (D-),OCN,Financials,28/02/2023,"206,628,310.35",2.04
WAL.N,Western Alliance Bancorp,47.72 (C+),29/03/2023,37.75 (C),26.4% (D-),WAL,Financials,24/01/2023,"3,373,944,098.04",1.37
NWBI.OQ,Northwest Bancshares Inc,47.69 (C+),31/03/2023,41.70 (C+),14.4% (D-),NWBI,Financials,23/01/2023,"1,482,646,705.68",0.57
BOKF.OQ,BOK Financial Corp,47.57 (C+),29/03/2023,43.85 (C+),8.5% (D-),BOKF,Financials,25/01/2023,"5,492,055,705.92",1.22
APO.N,Apollo Global Management Inc,47.45 (C+),29/03/2023,41.21 (C),15.1% (D-),APO,Financials,09/02/2023,"34,735,610,918.43",1.68
HBNC.OQ,Horizon Bancorp Inc,47.43 (C+),31/03/2023,47.54 (C+),-0.2% (D),HBNC,Financials,25/01/2023,"471,510,594.98",0.87
LBC.OQ,Luther Burbank Corp,47.24 (C+),29/03/2023,41.80 (C+),13.0% (D-),LBC,Financials,24/01/2023,"489,062,504.70",0.67
AMTB.OQ,Amerant Bancorp Inc,47.16 (C+),31/03/2023,46.76 (C+),0.9% (D-),AMTB,Financials,19/01/2023,"695,245,565.55",1.19
SBSI.OQ,Southside Bancshares Inc,47.05 (C+),29/03/2023,24.91 (D+),88.9% (D-),SBSI,Financials,27/01/2023,"1,011,532,460.64",0.53
WSBF.OQ,Waterstone Financial Inc,47.01 (C+),31/03/2023,40.49 (C),16.1% (D-),WSBF,Financials,26/01/2023,"323,244,912.98",0.42
FRC.N,First Republic Bank,46.86 (C+),09/03/2023,45.17 (C+),3.7% (D-),FRC,Financials,13/01/2023,"2,566,442,983.19",1.01
CRDb.N,Crawford & Co,46.76 (C+),29/03/2023,41.37 (C),13.0% (D-),CRD.B,Financials,06/03/2023,"428,673,437.58",0.7
TW.OQ,Tradeweb Markets Inc,46.76 (C+),31/03/2023,27.34 (C-),71.0% (D-),TW,Financials,02/02/2023,"17,448,677,934.71",0.97
AUBN.OQ,Auburn National Bancorporation Inc,46.45 (C+),29/03/2023,42.56 (C+),9.1% (D-),AUBN,Financials,30/01/2023,"81,185,384.01",0.61
LCNB.OQ,LCNB Corp,46.35 (C+),29/03/2023,45.63 (C+),1.6% (D-),LCNB,Financials,26/01/2023,"182,856,586.08",0.68
PACW.OQ,PacWest Bancorp,46.31 (C+),29/03/2023,42.06 (C+),10.1% (D-),PACW,Financials,26/01/2023,"1,146,135,347.16",1.36
OPBK.OQ,OP Bancorp,46.29 (C+),31/03/2023,46.03 (C+),0.6% (D-),OPBK,Financials,26/01/2023,"133,181,996.64",0.56
BSRR.OQ,Sierra Bancorp,46.07 (C+),29/03/2023,41.85 (C+),10.1% (D-),BSRR,Financials,30/01/2023,"252,150,115.98",0.92
UVE.N,Universal Insurance Holdings Inc,45.96 (C+),29/03/2023,42.28 (C+),8.7% (D-),UVE,Financials,23/02/2023,"535,590,844.80",0.92
FNWB.OQ,First Northwest Bancorp,45.88 (C+),29/03/2023,41.83 (C+),9.7% (D-),FNWB,Financials,26/01/2023,"117,733,249.35",0.68
UCBI.OQ,United Community Banks Inc,45.82 (C+),29/03/2023,38.87 (C),17.9% (D-),UCBI,Financials,17/01/2023,"3,204,410,709.94",0.98
WRLD.OQ,World Acceptance Corp,45.72 (C+),29/03/2023,40.34 (C),13.3% (D-),WRLD,Financials,05/05/2022,"504,392,756.82",1.26
INDB.OQ,Independent Bank Corp (Massachusetts),45.62 (C+),31/03/2023,37.20 (C),22.6% (D-),INDB,Financials,19/01/2023,"2,834,627,984.32",0.82
OPY.N,Oppenheimer Holdings Inc,45.59 (C+),29/03/2023,44.07 (C+),3.5% (D-),OPY,Financials,27/01/2023,"410,626,879.11",1.15
MCY.N,Mercury General Corp,45.54 (C+),29/03/2023,42.16 (C+),8.0% (D-),MCY,Financials,14/02/2023,"1,805,652,451.47",0.61
EIG.N,Employers Holdings Inc,45.37 (C+),29/03/2023,38.07 (C),19.2% (D-),EIG,Financials,16/02/2023,"1,149,710,204.22",0.24
MKL.N,Markel Corp,45.25 (C+),29/03/2023,38.80 (C),16.6% (D-),MKL,Financials,01/02/2023,"17,647,130,190.36",0.78
CIA.N,Citizens Inc,45.03 (C+),09/03/2023,25.36 (C-),77.6% (D-),CIA,Financials,10/03/2023,"180,919,617.45",0.2
LBAI.OQ,Lakeland Bancorp Inc,44.85 (C+),29/03/2023,40.28 (C),11.3% (D-),LBAI,Financials,26/01/2023,"972,105,468.88",0.82
VBTX.OQ,Veritex Holdings Inc,44.78 (C+),29/03/2023,36.88 (C),21.4% (D-),VBTX,Financials,24/01/2023,"950,457,613.95",1.43
CBU.N,Community Bank System Inc,44.62 (C+),29/03/2023,39.69 (C),12.4% (D-),CBU,Financials,24/01/2023,"2,650,450,759.95",0.63
CARE.OQ,Carter Bankshares Inc,44.57 (C+),31/03/2023,,,CARE,Financials,26/01/2023,"328,929,260.00",0.9
CNS.N,Cohen & Steers Inc,44.47 (C+),31/03/2023,51.69 (B-),-14.0% (D),CNS,Financials,25/01/2023,"3,091,197,205.25",1.34
TREE.OQ,Lendingtree Inc,44.45 (C+),09/03/2023,42.44 (C+),4.7% (D-),TREE,Financials,27/02/2023,"321,894,010.24",1.9
UIHC.OQ,United Insurance Holdings Corp,44.18 (C+),29/03/2023,43.03 (C+),2.7% (D-),UIHC,Financials,02/03/2023,"128,974,915.54",-0.05
CCBG.OQ,Capital City Bank Group Inc,44.14 (C+),31/03/2023,34.79 (C),26.9% (D-),CCBG,Financials,24/01/2023,"499,108,434.02",0.6
TCBI.OQ,Texas Capital Bancshares Inc,44.09 (C+),31/03/2023,42.37 (C+),4.0% (D-),TCBI,Financials,18/01/2023,"2,328,347,496.38",1.28
L.N,Loews Corp,44.06 (C+),29/03/2023,41.99 (C+),4.9% (D-),L,Financials,06/02/2023,"13,016,803,707.94",0.83
CG.OQ,Carlyle Group Inc,43.69 (C+),29/03/2023,40.83 (C),7.0% (D-),CG,Financials,07/02/2023,"10,642,479,589.08",1.67
WTBA.OQ,West Bancorporation Inc,43.63 (C+),31/03/2023,41.97 (C+),4.0% (D-),WTBA,Financials,26/01/2023,"291,540,035.76",0.85
AMSF.OQ,Amerisafe Inc,43.57 (C+),29/03/2023,40.88 (C),6.6% (D-),AMSF,Financials,20/02/2023,"977,332,640.46",0.34
WAFD.OQ,Washington Federal Inc,43.56 (C+),29/03/2023,43.04 (C+),1.2% (D-),WAFD,Financials,13/10/2022,"1,966,555,639.44",0.83
AMK.N,AssetMark Financial Holdings Inc,43.53 (C+),29/03/2023,35.46 (C),22.8% (D-),AMK,Financials,22/02/2023,"2,241,380,661.03",1.04
CASH.OQ,Pathward Financial Inc,43.52 (C+),29/03/2023,33.33 (C-),30.6% (D-),CASH,Financials,27/10/2022,"1,158,405,011.55",0.78
PRK.A,Park National Corp,43.48 (C+),31/03/2023,40.79 (C),6.6% (D-),PRK,Financials,23/01/2023,"1,859,903,351.88",0.74
RBB.OQ,RBB Bancorp,43.45 (C+),31/03/2023,41.20 (C),5.5% (D-),RBB,Financials,23/01/2023,"269,124,361.44",0.82
LKFN.OQ,Lakeland Financial Corp,43.38 (C+),31/03/2023,43.02 (C+),0.8% (D-),LKFN,Financials,25/01/2023,"1,554,724,392.40",0.72
CALB.OQ,California BanCorp,43.35 (C+),31/03/2023,33.79 (C),28.3% (D-),CALB,Financials,26/01/2023,"153,494,626.88",0.44
SASR.OQ,Sandy Spring Bancorp Inc,43.28 (C+),29/03/2023,38.76 (C),11.7% (D-),SASR,Financials,26/01/2023,"1,110,150,241.90",0.91
TBBK.OQ,Bancorp Inc,43.19 (C+),29/03/2023,36.87 (C),17.1% (D-),TBBK,Financials,26/01/2023,"1,520,273,435.10",1.46
TRUP.OQ,Trupanion Inc,43.08 (C+),31/03/2023,43.33 (C+),-0.6% (D),TRUP,Financials,15/02/2023,"1,687,973,205.75",1.7
WTM.N,White Mountains Insurance Group Ltd,43.07 (C+),29/03/2023,36.31 (C),18.6% (D-),WTM,Financials,07/02/2023,"3,502,805,196.00",0.4
FLIC.OQ,First of Long Island Corp,43.04 (C+),29/03/2023,38.10 (C),13.0% (D-),FLIC,Financials,26/01/2023,"286,582,788.35",0.52
STBA.OQ,S&T Bancorp Inc,42.79 (C+),31/03/2023,34.89 (C),22.6% (D-),STBA,Financials,26/01/2023,"1,183,596,614.35",0.75
SPFI.OQ,South Plains Financial Inc,42.60 (C+),29/03/2023,41.88 (C+),1.7% (D-),SPFI,Financials,26/01/2023,"359,855,604.80",0.61
ERIE.OQ,Erie Indemnity Co,42.58 (C+),29/03/2023,47.97 (C+),-11.3% (D),ERIE,Financials,01/03/2023,"10,728,001,422.50",0.45
AFHIF.PK,Atlas Financial Holdings Inc,42.54 (C+),29/03/2023,42.00 (C+),1.3% (D-),AFHIF,Financials,31/03/2022,"706,113.56",2.23
BANR.OQ,Banner Corp,42.54 (C+),29/03/2023,46.22 (C+),-8.0% (D),BANR,Financials,19/01/2023,"1,809,893,977.65",1.01
FUNC.OQ,First United Corp,42.45 (C+),29/03/2023,41.55 (C),2.2% (D-),FUNC,Financials,09/02/2023,"111,590,287.83",0.76
CVBF.OQ,CVB Financial Corp,42.44 (C+),29/03/2023,34.38 (C),23.4% (D-),CVBF,Financials,25/01/2023,"2,256,699,706.20",0.36
CNNE.N,Cannae Holdings Inc,42.43 (C+),31/03/2023,37.80 (C),12.3% (D-),CNNE,Financials,22/02/2023,"1,461,099,984.48",0.88
NNI.N,Nelnet Inc,42.39 (C+),29/03/2023,41.27 (C),2.7% (D-),NNI,Financials,28/02/2023,"3,395,693,543.10",0.83
SMBC.OQ,Southern Missouri Bancorp Inc,42.38 (C+),29/03/2023,42.75 (C+),-0.9% (D),SMBC,Financials,26/07/2022,"413,503,865.16",0.88
PJT.N,PJT Partners Inc,42.36 (C+),29/03/2023,38.44 (C),10.2% (D-),PJT,Financials,07/02/2023,"2,862,293,602.35",0.79
KMPR.N,Kemper Corp,42.27 (C+),29/03/2023,47.66 (C+),-11.3% (D),KMPR,Financials,02/02/2023,"3,610,123,814.12",0.89
INBK.OQ,First Internet Bancorp,42.04 (C+),29/03/2023,35.65 (C),17.9% (D-),INBK,Financials,25/01/2023,"144,518,129.91",0.48
FBK.N,FB Financial Corp,41.92 (C+),31/03/2023,29.05 (C-),44.3% (D-),FBK,Financials,17/01/2023,"1,379,110,784.40",1.02
HOMB.N,Home BancShares Inc,41.90 (C+),31/03/2023,45.13 (C+),-7.2% (D),HOMB,Financials,19/01/2023,"4,304,254,960.74",1.17
NYCB.N,New York Community Bancorp Inc,41.87 (C+),29/03/2023,41.98 (C+),-0.3% (D),NYCB,Financials,31/01/2023,"6,016,360,153.46",1.05
MVBF.OQ,MVB Financial Corp,41.81 (C+),29/03/2023,28.24 (C-),48.1% (D-),MVBF,Financials,17/02/2023,"242,334,336.00",0.79
HWC.OQ,Hancock Whitney Corp,41.71 (C+),31/03/2023,43.09 (C+),-3.2% (D),HWC,Financials,17/01/2023,"3,182,881,814.00",1.33
MSBI.OQ,Midland States Bancorp Inc,41.62 (C),29/03/2023,35.40 (C),17.6% (D-),MSBI,Financials,26/01/2023,"461,170,767.50",0.84
AFG.N,American Financial Group Inc,41.52 (C),29/03/2023,38.56 (C),7.7% (D-),AFG,Financials,01/02/2023,"10,384,782,489.48",0.81
FFNW.OQ,First Financial Northwest Inc,41.46 (C),29/03/2023,25.95 (C-),59.8% (D-),FFNW,Financials,26/01/2023,"115,357,364.46",0.4
ARCC.OQ,Ares Capital Corp,41.46 (C),29/03/2023,41.90 (C+),-1.0% (D),ARCC,Financials,07/02/2023,"9,824,242,683.20",1.06
BUSE.OQ,First Busey Corp,41.44 (C),29/03/2023,49.30 (C+),-15.9% (D),BUSE,Financials,24/01/2023,"1,092,492,875.76",0.85
ORRF.OQ,Orrstown Financial Services Inc,41.43 (C),31/03/2023,33.52 (C),23.6% (D-),ORRF,Financials,24/01/2023,"211,940,721.20",0.86
SAL.OQ,Salisbury Bancorp Inc,41.18 (C),24/03/2023,37.14 (C),10.9% (D-),SAL,Financials,25/01/2023,"136,272,176.00",0.57
VEL.N,Velocity Financial Inc,41.09 (C),29/03/2023,19.87 (D+),106.8% (D-),VEL,Financials,09/03/2023,"290,686,852.17",1.16
FRAF.OQ,Franklin Financial Services Corp,41.09 (C),31/03/2023,39.16 (C),4.9% (D-),FRAF,Financials,24/01/2023,"131,966,340.00",0.45
HLNE.OQ,Hamilton Lane Inc,41.08 (C),29/03/2023,39.13 (C),5.0% (D-),HLNE,Financials,26/05/2022,"3,814,041,618.45",1.09
WT.N,Wisdomtree Inc,41.03 (C),29/03/2023,39.96 (C),2.7% (D-),WT,Financials,30/01/2023,"888,362,518.75",1.4
PGC.OQ,Peapack-Gladstone Financial Corp,41.02 (C),29/03/2023,42.89 (C+),-4.4% (D),PGC,Financials,26/01/2023,"505,735,109.85",1.03
PRA.N,ProAssurance Corp,40.91 (C),29/03/2023,50.18 (B-),-18.5% (D),PRA,Financials,27/02/2023,"1,006,431,751.85",0.37
CATY.OQ,Cathay General Bancorp,40.84 (C),29/03/2023,27.76 (C-),47.1% (D-),CATY,Financials,25/01/2023,"2,401,178,986.77",1.14
SF.N,Stifel Financial Corp,40.83 (C),29/03/2023,38.78 (C),5.3% (D-),SF,Financials,25/01/2023,"6,005,130,028.80",1.26
FFIN.OQ,First Financial Bankshares Inc,40.82 (C),29/03/2023,43.18 (C+),-5.5% (D),FFIN,Financials,19/01/2023,"4,311,025,335.51",0.74
QCRH.OQ,QCR Holdings Inc,40.74 (C),29/03/2023,34.98 (C),16.5% (D-),QCRH,Financials,24/01/2023,"728,233,810.80",0.95
UNB.OQ,Union Bankshares Inc,40.64 (C),29/03/2023,35.93 (C),13.1% (D-),UNB,Financials,02/02/2023,"97,719,781.50",0.79
FSBC.OQ,Five Star Bancorp,40.46 (C),31/03/2023,,,FSBC,Financials,30/01/2023,"337,238,984.16",0.68
CLBK.OQ,Columbia Financial Inc,40.42 (C),29/03/2023,37.61 (C),7.5% (D-),CLBK,Financials,25/01/2023,"1,933,655,173.83",0.2
MYFW.OQ,First Western Financial Inc,40.38 (C),24/03/2023,40.74 (C),-0.9% (D),MYFW,Financials,26/01/2023,"177,125,935.95",0.75
SI.N,Silvergate Capital Corp,40.35 (C),31/03/2023,29.27 (C-),37.9% (D-),SI,Financials,17/01/2023,"45,271,802.29",2.25
CHMG.OQ,Chemung Financial Corp,40.28 (C),29/03/2023,35.64 (C),13.0% (D-),CHMG,Financials,26/01/2023,"189,472,333.68",0.12
PB.N,Prosperity Bancshares Inc,40.25 (C),31/03/2023,39.30 (C),2.4% (D-),PB,Financials,25/01/2023,"5,533,302,069.00",0.97
RVSB.OQ,Riverview Bancorp Inc,40.21 (C),31/03/2023,33.56 (C),19.8% (D-),RVSB,Financials,28/04/2022,"115,005,392.25",0.69
IBTX.OQ,Independent Bank Group Inc,39.91 (C),29/03/2023,35.41 (C),12.7% (D-),IBTX,Financials,23/01/2023,"1,813,103,062.44",1.37
EBMT.OQ,Eagle Bancorp Montana Inc,39.90 (C),29/03/2023,41.35 (C),-3.5% (D),EBMT,Financials,26/01/2023,"112,324,642.99",0.52
MBCN.OQ,Middlefield Banc Corp,39.73 (C),09/03/2023,33.57 (C),18.4% (D-),MBCN,Financials,27/01/2023,"224,464,005.75",0.54
UBSI.OQ,United Bankshares Inc,39.72 (C),29/03/2023,31.36 (C-),26.6% (D-),UBSI,Financials,26/01/2023,"4,633,791,923.70",1.05
MAIN.N,Main Street Capital Corp,39.53 (C),31/03/2023,,,MAIN,Financials,23/02/2023,"3,127,108,573.81",1.3
CADE.N,Cadence Bank,39.40 (C),29/03/2023,40.11 (C),-1.8% (D),CADE,Financials,30/01/2023,"3,738,139,559.85",0.98
SMMF.OQ,Summit Financial Group Inc,39.28 (C),31/03/2023,39.40 (C),-0.3% (D),SMMF,Financials,26/01/2023,"355,971,402.47",0.42
OMF.N,OneMain Holdings Inc,39.27 (C),29/03/2023,29.63 (C-),32.5% (D-),OMF,Financials,07/02/2023,"4,323,854,143.05",1.7
EGBN.OQ,Eagle Bancorp Inc,39.14 (C),31/03/2023,48.00 (C+),-18.5% (D),EGBN,Financials,18/01/2023,"1,006,221,035.82",0.86
BFST.OQ,Business First Bancshares Inc,39.09 (C),29/03/2023,32.37 (C-),20.8% (D-),BFST,Financials,25/01/2023,"411,809,133.20",0.78
IBCP.OQ,Independent Bank Corp (Michigan),39.04 (C),31/03/2023,36.70 (C),6.4% (D-),IBCP,Financials,26/01/2023,"364,920,401.89",0.93
HTBK.OQ,Heritage Commerce Corp,39.03 (C),31/03/2023,30.21 (C-),29.2% (D-),HTBK,Financials,26/01/2023,"507,277,466.15",0.93
BY.N,Byline Bancorp Inc,38.90 (C),29/03/2023,37.74 (C),3.1% (D-),BY,Financials,26/01/2023,"760,384,779.84",1.19
RRBI.OQ,Red River Bancshares Inc,38.81 (C),29/03/2023,41.10 (C),-5.6% (D),RRBI,Financials,30/01/2023,"351,124,053.90",0.6
BMRC.OQ,Bank of Marin Bancorp,38.75 (C),29/03/2023,43.75 (C+),-11.4% (D),BMRC,Financials,23/01/2023,"341,999,914.20",0.71
TSBK.OQ,Timberland Bancorp Inc,38.63 (C),29/03/2023,39.92 (C),-3.2% (D),TSBK,Financials,31/10/2022,"220,848,211.42",0.93
EQBK.OQ,Equity Bancshares Inc,38.62 (C),29/03/2023,26.07 (C-),48.1% (D-),EQBK,Financials,25/01/2023,"387,689,104.08",0.77
SFE.OQ,Safeguard Scientifics Inc,38.59 (C),29/03/2023,28.96 (C-),33.2% (D-),SFE,Financials,09/03/2023,"24,557,089.23",0.9
AAIC.N,Arlington Asset Investment Corp,38.58 (C),29/03/2023,31.08 (C-),24.1% (D-),AAIC,Financials,31/03/2023,"77,424,020.31",1.49
MCB.N,Metropolitan Bank Holding Corp,38.55 (C),29/03/2023,36.35 (C),6.1% (D-),MCB,Financials,20/01/2023,"322,804,129.95",1.03
PFIS.OQ,Peoples Financial Services Corp,38.54 (C),09/03/2023,36.45 (C),5.7% (D-),PFIS,Financials,26/01/2023,"302,390,744.41",0.25
NODK.OQ,NI Holdings Inc,38.22 (C),29/03/2023,24.61 (D+),55.3% (D-),NODK,Financials,08/03/2023,"273,911,833.00",0.26
FBMS.OQ,First Bancshares Inc (Mississippi),38.18 (C),29/03/2023,35.46 (C),7.6% (D-),FBMS,Financials,25/01/2023,"774,420,035.40",0.9
GAMI.PK,GAMCO Investors Inc,38.08 (C),29/03/2023,31.98 (C-),19.1% (D-),GAMI,Financials,08/02/2023,"465,005,525.76",1.26
COOP.OQ,Mr Cooper Group Inc,38.00 (C),31/03/2023,38.25 (C),-0.6% (D),COOP,Financials,10/02/2023,"2,907,176,982.78",1.56
FMAO.OQ,Farmers & Merchants Bancorp Inc,37.91 (C),24/03/2023,38.15 (C),-0.6% (D),FMAO,Financials,08/02/2023,"314,354,548.20",0.42
IBOC.OQ,International Bancshares Corp,37.83 (C),29/03/2023,41.16 (C),-8.1% (D),IBOC,Financials,23/02/2023,"2,624,987,439.36",1.01
GNTY.N,Guaranty Bancshares Inc,37.72 (C),29/03/2023,32.87 (C-),14.8% (D-),GNTY,Financials,17/01/2023,"319,323,039.24",1.03
OBNK.OQ,Origin Bancorp Inc,37.54 (C),29/03/2023,33.70 (C),11.4% (D-),OBNK,Financials,25/01/2023,"982,524,827.76",0.89
DCOM.OQ,Dime Community Bancshares Inc,37.52 (C),29/03/2023,30.74 (C-),22.0% (D-),DCOM,Financials,27/01/2023,"831,093,653.04",1.03
WNEB.OQ,Western New England Bancorp Inc,37.28 (C),29/03/2023,38.52 (C),-3.2% (D),WNEB,Financials,24/01/2023,"179,965,380.66",0.52
FFWM.OQ,First Foundation Inc,37.20 (C),31/03/2023,37.06 (C),0.4% (D-),FFWM,Financials,26/01/2023,"380,930,860.44",0.89
NFBK.OQ,Northfield Bancorp Inc,37.19 (C),29/03/2023,37.40 (C),-0.6% (D),NFBK,Financials,25/01/2023,"537,331,660.47",0.61
FNLC.OQ,First Bancorp Inc,37.15 (C),24/03/2023,35.83 (C),3.7% (D-),FNLC,Financials,18/01/2023,"278,812,192.71",0.49
HONE.OQ,HarborOne Bancorp Inc,37.09 (C),31/03/2023,31.45 (C-),17.9% (D-),HONE,Financials,26/01/2023,"592,556,364.77",0.68
CBSH.OQ,Commerce Bancshares Inc,37.06 (C),31/03/2023,39.36 (C),-5.8% (D),CBSH,Financials,19/01/2023,"7,032,590,276.95",0.75
BX.N,Blackstone Inc,37.00 (C),29/03/2023,33.29 (C-),11.2% (D-),BX,Financials,26/01/2023,"100,081,160,705.95",1.49
CNOB.OQ,ConnectOne Bancorp Inc,36.90 (C),29/03/2023,32.41 (C-),13.9% (D-),CNOB,Financials,26/01/2023,"680,054,832.81",1.11
MOFG.OQ,Midwestone Financial Group Inc (IOWA),36.90 (C),29/03/2023,36.43 (C),1.3% (D-),MOFG,Financials,26/01/2023,"364,451,306.25",0.95
FMNB.OQ,Farmers National Banc Corp,36.89 (C),29/03/2023,35.92 (C),2.7% (D-),FMNB,Financials,25/01/2023,"449,997,765.57",0.84
BFC.OQ,Bank First Corp,36.87 (C),29/03/2023,37.13 (C),-0.7% (D),BFC,Financials,17/01/2023,"711,893,292.00",0.24
FFIC.OQ,Flushing Financial Corp,36.84 (C),29/03/2023,40.57 (C),-9.2% (D),FFIC,Financials,26/01/2023,"425,813,304.64",0.67
